year,month,day,PRECTOT,city,date
2014,12,18,0.01,Newyork,2014-12-18
2014,12,19,0.07,Newyork,2014-12-19
2014,12,20,30.09,Newyork,2014-12-20
2014,12,21,0.09,Newyork,2014-12-21
2014,12,22,0.0,Newyork,2014-12-22
2014,12,23,0.0,Newyork,2014-12-23
2014,12,24,0.0,Newyork,2014-12-24
2014,12,25,0.0,Newyork,2014-12-25
2014,12,26,0.0,Newyork,2014-12-26
2014,12,27,0.0,Newyork,2014-12-27
2014,12,28,0.84,Newyork,2014-12-28
2014,12,29,15.8,Newyork,2014-12-29
2014,12,30,0.03,Newyork,2014-12-30
2014,12,31,0.28,Newyork,2014-12-31
2015,1,1,0.18,Newyork,2015-01-01
2015,1,2,0.02,Newyork,2015-01-02
2015,1,3,0.0,Newyork,2015-01-03
2015,1,4,0.0,Newyork,2015-01-04
2015,1,5,0.0,Newyork,2015-01-05
2015,1,6,5.96,Newyork,2015-01-06
2015,1,7,0.0,Newyork,2015-01-07
2015,1,8,0.0,Newyork,2015-01-08
2015,1,9,0.0,Newyork,2015-01-09
2015,1,10,0.0,Newyork,2015-01-10
2015,1,11,0.03,Newyork,2015-01-11
2015,1,12,0.0,Newyork,2015-01-12
2015,1,13,0.0,Newyork,2015-01-13
2015,1,14,0.0,Newyork,2015-01-14
2015,1,15,39.44,Newyork,2015-01-15
2015,1,16,0.3,Newyork,2015-01-16
2015,1,17,0.22,Newyork,2015-01-17
2015,1,18,0.0,Newyork,2015-01-18
2015,1,19,0.02,Newyork,2015-01-19
2015,1,20,0.0,Newyork,2015-01-20
2015,1,21,7.41,Newyork,2015-01-21
2015,1,22,11.65,Newyork,2015-01-22
2015,1,23,5.28,Newyork,2015-01-23
2015,1,24,0.0,Newyork,2015-01-24
2015,1,25,0.0,Newyork,2015-01-25
2015,1,26,3.26,Newyork,2015-01-26
2015,1,27,21.13,Newyork,2015-01-27
2015,1,28,0.81,Newyork,2015-01-28
2015,1,29,0.0,Newyork,2015-01-29
2015,1,30,21.57,Newyork,2015-01-30
2015,1,31,0.01,Newyork,2015-01-31
2015,2,1,0.0,Newyork,2015-02-01
2015,2,2,0.0,Newyork,2015-02-02
2015,2,3,0.01,Newyork,2015-02-03
2015,2,4,0.41,Newyork,2015-02-04
2015,2,5,10.42,Newyork,2015-02-05
2015,2,6,0.03,Newyork,2015-02-06
2015,2,7,0.89,Newyork,2015-02-07
2015,2,8,12.93,Newyork,2015-02-08
2015,2,9,0.0,Newyork,2015-02-09
2015,2,10,0.0,Newyork,2015-02-10
2015,2,11,0.0,Newyork,2015-02-11
2015,2,12,0.0,Newyork,2015-02-12
2015,2,13,0.03,Newyork,2015-02-13
2015,2,14,0.0,Newyork,2015-02-14
2015,2,15,0.01,Newyork,2015-02-15
2015,2,16,0.0,Newyork,2015-02-16
2015,2,17,2.27,Newyork,2015-02-17
2015,2,18,6.26,Newyork,2015-02-18
2015,2,19,0.06,Newyork,2015-02-19
2015,2,20,0.02,Newyork,2015-02-20
2015,2,21,0.0,Newyork,2015-02-21
2015,2,22,2.92,Newyork,2015-02-22
2015,2,23,8.19,Newyork,2015-02-23
2015,2,24,0.08,Newyork,2015-02-24
2015,2,25,0.1,Newyork,2015-02-25
2015,2,26,17.73,Newyork,2015-02-26
2015,2,27,0.0,Newyork,2015-02-27
2015,2,28,0.0,Newyork,2015-02-28
2015,3,1,17.83,Newyork,2015-03-01
2015,3,2,0.0,Newyork,2015-03-02
2015,3,3,1.81,Newyork,2015-03-03
2015,3,4,16.54,Newyork,2015-03-04
2015,3,5,0.0,Newyork,2015-03-05
2015,3,6,3.05,Newyork,2015-03-06
2015,3,7,6.66,Newyork,2015-03-07
2015,3,8,6.95,Newyork,2015-03-08
2015,3,9,15.47,Newyork,2015-03-09
2015,3,10,5.86,Newyork,2015-03-10
2015,3,11,0.0,Newyork,2015-03-11
2015,3,12,0.0,Newyork,2015-03-12
2015,3,13,0.0,Newyork,2015-03-13
2015,3,14,0.29,Newyork,2015-03-14
2015,3,15,0.03,Newyork,2015-03-15
2015,3,16,11.74,Newyork,2015-03-16
2015,3,17,0.66,Newyork,2015-03-17
2015,3,18,0.31,Newyork,2015-03-18
2015,3,19,20.63,Newyork,2015-03-19
2015,3,20,0.13,Newyork,2015-03-20
2015,3,21,0.18,Newyork,2015-03-21
2015,3,22,0.54,Newyork,2015-03-22
2015,3,23,0.98,Newyork,2015-03-23
2015,3,24,0.09,Newyork,2015-03-24
2015,3,25,0.0,Newyork,2015-03-25
2015,3,26,0.0,Newyork,2015-03-26
2015,3,27,0.0,Newyork,2015-03-27
2015,3,28,0.0,Newyork,2015-03-28
2015,3,29,1.66,Newyork,2015-03-29
2015,3,30,0.01,Newyork,2015-03-30
2015,3,31,0.0,Newyork,2015-03-31
2015,4,1,3.18,Newyork,2015-04-01
2015,4,2,0.02,Newyork,2015-04-02
2015,4,3,0.38,Newyork,2015-04-03
2015,4,4,8.6,Newyork,2015-04-04
2015,4,5,3.74,Newyork,2015-04-05
2015,4,6,0.23,Newyork,2015-04-06
2015,4,7,8.68,Newyork,2015-04-07
2015,4,8,16.12,Newyork,2015-04-08
2015,4,9,0.02,Newyork,2015-04-09
2015,4,10,12.89,Newyork,2015-04-10
2015,4,11,7.06,Newyork,2015-04-11
2015,4,12,0.04,Newyork,2015-04-12
2015,4,13,28.25,Newyork,2015-04-13
2015,4,14,38.16,Newyork,2015-04-14
2015,4,15,5.45,Newyork,2015-04-15
2015,4,16,0.0,Newyork,2015-04-16
2015,4,17,0.88,Newyork,2015-04-17
2015,4,18,0.0,Newyork,2015-04-18
2015,4,19,0.05,Newyork,2015-04-19
2015,4,20,8.61,Newyork,2015-04-20
2015,4,21,4.57,Newyork,2015-04-21
2015,4,22,2.9,Newyork,2015-04-22
2015,4,23,0.19,Newyork,2015-04-23
2015,4,24,0.0,Newyork,2015-04-24
2015,4,25,0.04,Newyork,2015-04-25
2015,4,26,0.0,Newyork,2015-04-26
2015,4,27,0.0,Newyork,2015-04-27
2015,4,28,0.01,Newyork,2015-04-28
2015,4,29,0.04,Newyork,2015-04-29
2015,4,30,0.18,Newyork,2015-04-30
2015,5,1,0.0,Newyork,2015-05-01
2015,5,2,0.01,Newyork,2015-05-02
2015,5,3,0.0,Newyork,2015-05-03
2015,5,4,0.16,Newyork,2015-05-04
2015,5,5,0.58,Newyork,2015-05-05
2015,5,6,0.0,Newyork,2015-05-06
2015,5,7,0.02,Newyork,2015-05-07
2015,5,8,0.02,Newyork,2015-05-08
2015,5,9,0.77,Newyork,2015-05-09
2015,5,10,0.49,Newyork,2015-05-10
2015,5,11,0.0,Newyork,2015-05-11
2015,5,12,6.36,Newyork,2015-05-12
2015,5,13,11.86,Newyork,2015-05-13
2015,5,14,0.17,Newyork,2015-05-14
2015,5,15,0.38,Newyork,2015-05-15
2015,5,16,16.77,Newyork,2015-05-16
2015,5,17,0.04,Newyork,2015-05-17
2015,5,18,2.14,Newyork,2015-05-18
2015,5,19,10.47,Newyork,2015-05-19
2015,5,20,6.8,Newyork,2015-05-20
2015,5,21,9.2,Newyork,2015-05-21
2015,5,22,0.0,Newyork,2015-05-22
2015,5,23,0.11,Newyork,2015-05-23
2015,5,24,1.22,Newyork,2015-05-24
2015,5,25,0.24,Newyork,2015-05-25
2015,5,26,0.15,Newyork,2015-05-26
2015,5,27,0.03,Newyork,2015-05-27
2015,5,28,0.05,Newyork,2015-05-28
2015,5,29,12.46,Newyork,2015-05-29
2015,5,30,1.79,Newyork,2015-05-30
2015,5,31,0.04,Newyork,2015-05-31
2015,6,1,0.0,Newyork,2015-06-01
2015,6,2,0.04,Newyork,2015-06-02
2015,6,3,28.64,Newyork,2015-06-03
2015,6,4,0.33,Newyork,2015-06-04
2015,6,5,16.53,Newyork,2015-06-05
2015,6,6,23.65,Newyork,2015-06-06
2015,6,7,0.0,Newyork,2015-06-07
2015,6,8,1.02,Newyork,2015-06-08
2015,6,9,35.21,Newyork,2015-06-09
2015,6,10,0.0,Newyork,2015-06-10
2015,6,11,0.63,Newyork,2015-06-11
2015,6,12,11.9,Newyork,2015-06-12
2015,6,13,0.25,Newyork,2015-06-13
2015,6,14,1.81,Newyork,2015-06-14
2015,6,15,0.06,Newyork,2015-06-15
2015,6,16,2.3,Newyork,2015-06-16
2015,6,17,2.87,Newyork,2015-06-17
2015,6,18,2.32,Newyork,2015-06-18
2015,6,19,15.04,Newyork,2015-06-19
2015,6,20,0.34,Newyork,2015-06-20
2015,6,21,3.49,Newyork,2015-06-21
2015,6,22,0.71,Newyork,2015-06-22
2015,6,23,8.82,Newyork,2015-06-23
2015,6,24,1.83,Newyork,2015-06-24
2015,6,25,0.07,Newyork,2015-06-25
2015,6,26,8.73,Newyork,2015-06-26
2015,6,27,5.47,Newyork,2015-06-27
2015,6,28,0.85,Newyork,2015-06-28
2015,6,29,0.08,Newyork,2015-06-29
2015,6,30,0.89,Newyork,2015-06-30
2015,7,1,19.55,Newyork,2015-07-01
2015,7,2,11.79,Newyork,2015-07-02
2015,7,3,45.4,Newyork,2015-07-03
2015,7,4,16.53,Newyork,2015-07-04
2015,7,5,37.52,Newyork,2015-07-05
2015,7,6,32.95,Newyork,2015-07-06
2015,7,7,2.25,Newyork,2015-07-07
2015,7,8,18.99,Newyork,2015-07-08
2015,7,9,25.41,Newyork,2015-07-09
2015,7,10,1.35,Newyork,2015-07-10
2015,7,11,0.07,Newyork,2015-07-11
2015,7,12,0.05,Newyork,2015-07-12
2015,7,13,0.02,Newyork,2015-07-13
2015,7,14,0.04,Newyork,2015-07-14
2015,7,15,4.99,Newyork,2015-07-15
2015,7,16,37.79,Newyork,2015-07-16
2015,7,17,7.13,Newyork,2015-07-17
2015,7,18,3.56,Newyork,2015-07-18
2015,7,19,1.57,Newyork,2015-07-19
2015,7,20,0.18,Newyork,2015-07-20
2015,7,21,0.06,Newyork,2015-07-21
2015,7,22,0.02,Newyork,2015-07-22
2015,7,23,3.34,Newyork,2015-07-23
2015,7,24,3.72,Newyork,2015-07-24
2015,7,25,0.21,Newyork,2015-07-25
2015,7,26,0.03,Newyork,2015-07-26
2015,7,27,0.3,Newyork,2015-07-27
2015,7,28,1.73,Newyork,2015-07-28
2015,7,29,0.25,Newyork,2015-07-29
2015,7,30,0.23,Newyork,2015-07-30
2015,7,31,0.04,Newyork,2015-07-31
2015,8,1,0.16,Newyork,2015-08-01
2015,8,2,0.47,Newyork,2015-08-02
2015,8,3,0.06,Newyork,2015-08-03
2015,8,4,0.09,Newyork,2015-08-04
2015,8,5,0.34,Newyork,2015-08-05
2015,8,6,0.03,Newyork,2015-08-06
2015,8,7,0.08,Newyork,2015-08-07
2015,8,8,0.08,Newyork,2015-08-08
2015,8,9,0.64,Newyork,2015-08-09
2015,8,10,3.36,Newyork,2015-08-10
2015,8,11,1.16,Newyork,2015-08-11
2015,8,12,0.42,Newyork,2015-08-12
2015,8,13,2.0,Newyork,2015-08-13
2015,8,14,7.57,Newyork,2015-08-14
2015,8,15,3.32,Newyork,2015-08-15
2015,8,16,7.82,Newyork,2015-08-16
2015,8,17,27.84,Newyork,2015-08-17
2015,8,18,2.27,Newyork,2015-08-18
2015,8,19,0.48,Newyork,2015-08-19
2015,8,20,4.15,Newyork,2015-08-20
2015,8,21,1.46,Newyork,2015-08-21
2015,8,22,0.05,Newyork,2015-08-22
2015,8,23,0.38,Newyork,2015-08-23
2015,8,24,0.36,Newyork,2015-08-24
2015,8,25,1.51,Newyork,2015-08-25
2015,8,26,22.26,Newyork,2015-08-26
2015,8,27,2.08,Newyork,2015-08-27
2015,8,28,9.72,Newyork,2015-08-28
2015,8,29,13.26,Newyork,2015-08-29
2015,8,30,4.46,Newyork,2015-08-30
2015,8,31,3.85,Newyork,2015-08-31
2015,9,1,5.17,Newyork,2015-09-01
2015,9,2,5.94,Newyork,2015-09-02
2015,9,3,2.12,Newyork,2015-09-03
2015,9,4,8.26,Newyork,2015-09-04
2015,9,5,0.66,Newyork,2015-09-05
2015,9,6,12.17,Newyork,2015-09-06
2015,9,7,42.64,Newyork,2015-09-07
2015,9,8,46.24,Newyork,2015-09-08
2015,9,9,67.3,Newyork,2015-09-09
2015,9,10,76.12,Newyork,2015-09-10
2015,9,11,3.94,Newyork,2015-09-11
2015,9,12,0.07,Newyork,2015-09-12
2015,9,13,0.08,Newyork,2015-09-13
2015,9,14,0.53,Newyork,2015-09-14
2015,9,15,0.02,Newyork,2015-09-15
2015,9,16,5.32,Newyork,2015-09-16
2015,9,17,53.23,Newyork,2015-09-17
2015,9,18,27.38,Newyork,2015-09-18
2015,9,19,1.54,Newyork,2015-09-19
2015,9,20,0.03,Newyork,2015-09-20
2015,9,21,0.11,Newyork,2015-09-21
2015,9,22,0.06,Newyork,2015-09-22
2015,9,23,0.0,Newyork,2015-09-23
2015,9,24,0.56,Newyork,2015-09-24
2015,9,25,33.56,Newyork,2015-09-25
2015,9,26,1.71,Newyork,2015-09-26
2015,9,27,7.05,Newyork,2015-09-27
2015,9,28,0.01,Newyork,2015-09-28
2015,9,29,0.01,Newyork,2015-09-29
2015,9,30,0.0,Newyork,2015-09-30
2015,10,1,7.21,Newyork,2015-10-01
2015,10,2,16.86,Newyork,2015-10-02
2015,10,3,0.04,Newyork,2015-10-03
2015,10,4,0.31,Newyork,2015-10-04
2015,10,5,0.53,Newyork,2015-10-05
2015,10,6,0.0,Newyork,2015-10-06
2015,10,7,0.01,Newyork,2015-10-07
2015,10,8,0.0,Newyork,2015-10-08
2015,10,9,0.0,Newyork,2015-10-09
2015,10,10,1.05,Newyork,2015-10-10
2015,10,11,10.58,Newyork,2015-10-11
2015,10,12,0.01,Newyork,2015-10-12
2015,10,13,0.0,Newyork,2015-10-13
2015,10,14,0.0,Newyork,2015-10-14
2015,10,15,0.12,Newyork,2015-10-15
2015,10,16,13.37,Newyork,2015-10-16
2015,10,17,6.83,Newyork,2015-10-17
2015,10,18,0.22,Newyork,2015-10-18
2015,10,19,0.05,Newyork,2015-10-19
2015,10,20,0.0,Newyork,2015-10-20
2015,10,21,0.28,Newyork,2015-10-21
2015,10,22,0.07,Newyork,2015-10-22
2015,10,23,0.3,Newyork,2015-10-23
2015,10,24,0.09,Newyork,2015-10-24
2015,10,25,0.0,Newyork,2015-10-25
2015,10,26,0.0,Newyork,2015-10-26
2015,10,27,0.14,Newyork,2015-10-27
2015,10,28,0.69,Newyork,2015-10-28
2015,10,29,0.98,Newyork,2015-10-29
2015,10,30,0.0,Newyork,2015-10-30
2015,10,31,0.01,Newyork,2015-10-31
2015,11,1,0.0,Newyork,2015-11-01
2015,11,2,33.12,Newyork,2015-11-02
2015,11,3,1.62,Newyork,2015-11-03
2015,11,4,0.01,Newyork,2015-11-04
2015,11,5,0.01,Newyork,2015-11-05
2015,11,6,0.01,Newyork,2015-11-06
2015,11,7,0.08,Newyork,2015-11-07
2015,11,8,12.46,Newyork,2015-11-08
2015,11,9,12.12,Newyork,2015-11-09
2015,11,10,3.71,Newyork,2015-11-10
2015,11,11,0.01,Newyork,2015-11-11
2015,11,12,0.39,Newyork,2015-11-12
2015,11,13,0.03,Newyork,2015-11-13
2015,11,14,26.14,Newyork,2015-11-14
2015,11,15,14.51,Newyork,2015-11-15
2015,11,16,0.39,Newyork,2015-11-16
2015,11,17,2.88,Newyork,2015-11-17
2015,11,18,19.48,Newyork,2015-11-18
2015,11,19,7.73,Newyork,2015-11-19
2015,11,20,1.9,Newyork,2015-11-20
2015,11,21,0.02,Newyork,2015-11-21
2015,11,22,0.09,Newyork,2015-11-22
2015,11,23,3.73,Newyork,2015-11-23
2015,11,24,3.03,Newyork,2015-11-24
2015,11,25,11.88,Newyork,2015-11-25
2015,11,26,17.44,Newyork,2015-11-26
2015,11,27,0.02,Newyork,2015-11-27
2015,11,28,0.0,Newyork,2015-11-28
2015,11,29,0.04,Newyork,2015-11-29
2015,11,30,0.18,Newyork,2015-11-30
2015,12,1,0.0,Newyork,2015-12-01
2015,12,2,3.46,Newyork,2015-12-02
2015,12,3,19.92,Newyork,2015-12-03
2015,12,4,0.12,Newyork,2015-12-04
2015,12,5,0.0,Newyork,2015-12-05
2015,12,6,0.0,Newyork,2015-12-06
2015,12,7,0.02,Newyork,2015-12-07
2015,12,8,0.23,Newyork,2015-12-08
2015,12,9,0.0,Newyork,2015-12-09
2015,12,10,1.64,Newyork,2015-12-10
2015,12,11,46.23,Newyork,2015-12-11
2015,12,12,0.05,Newyork,2015-12-12
2015,12,13,2.02,Newyork,2015-12-13
2015,12,14,0.17,Newyork,2015-12-14
2015,12,15,0.08,Newyork,2015-12-15
2015,12,16,0.18,Newyork,2015-12-16
2015,12,17,0.2,Newyork,2015-12-17
2015,12,18,0.0,Newyork,2015-12-18
2015,12,19,0.0,Newyork,2015-12-19
2015,12,20,0.01,Newyork,2015-12-20
2015,12,21,0.18,Newyork,2015-12-21
2015,12,22,0.0,Newyork,2015-12-22
2015,12,23,5.0,Newyork,2015-12-23
2015,12,24,7.2,Newyork,2015-12-24
2015,12,25,0.21,Newyork,2015-12-25
2015,12,26,0.0,Newyork,2015-12-26
2015,12,27,0.0,Newyork,2015-12-27
2015,12,28,0.0,Newyork,2015-12-28
2015,12,29,0.0,Newyork,2015-12-29
2015,12,30,0.0,Newyork,2015-12-30
2015,12,31,0.3,Newyork,2015-12-31
2016,1,1,0.04,Newyork,2016-01-01
2016,1,2,0.01,Newyork,2016-01-02
2016,1,3,0.01,Newyork,2016-01-03
2016,1,4,0.0,Newyork,2016-01-04
2016,1,5,0.0,Newyork,2016-01-05
2016,1,6,0.0,Newyork,2016-01-06
2016,1,7,0.0,Newyork,2016-01-07
2016,1,8,0.0,Newyork,2016-01-08
2016,1,9,0.0,Newyork,2016-01-09
2016,1,10,0.0,Newyork,2016-01-10
2016,1,11,0.0,Newyork,2016-01-11
2016,1,12,1.6,Newyork,2016-01-12
2016,1,13,0.0,Newyork,2016-01-13
2016,1,14,0.0,Newyork,2016-01-14
2016,1,15,0.04,Newyork,2016-01-15
2016,1,16,0.08,Newyork,2016-01-16
2016,1,17,3.15,Newyork,2016-01-17
2016,1,18,50.45,Newyork,2016-01-18
2016,1,19,0.01,Newyork,2016-01-19
2016,1,20,0.02,Newyork,2016-01-20
2016,1,21,0.0,Newyork,2016-01-21
2016,1,22,0.0,Newyork,2016-01-22
2016,1,23,0.37,Newyork,2016-01-23
2016,1,24,0.0,Newyork,2016-01-24
2016,1,25,0.0,Newyork,2016-01-25
2016,1,26,0.0,Newyork,2016-01-26
2016,1,27,0.0,Newyork,2016-01-27
2016,1,28,0.0,Newyork,2016-01-28
2016,1,29,13.57,Newyork,2016-01-29
2016,1,30,14.13,Newyork,2016-01-30
2016,1,31,0.09,Newyork,2016-01-31
2016,2,1,0.08,Newyork,2016-02-01
2016,2,2,0.05,Newyork,2016-02-02
2016,2,3,0.0,Newyork,2016-02-03
2016,2,4,0.0,Newyork,2016-02-04
2016,2,5,0.0,Newyork,2016-02-05
2016,2,6,0.18,Newyork,2016-02-06
2016,2,7,0.52,Newyork,2016-02-07
2016,2,8,0.44,Newyork,2016-02-08
2016,2,9,0.0,Newyork,2016-02-09
2016,2,10,0.0,Newyork,2016-02-10
2016,2,11,0.0,Newyork,2016-02-11
2016,2,12,0.03,Newyork,2016-02-12
2016,2,13,1.37,Newyork,2016-02-13
2016,2,14,10.92,Newyork,2016-02-14
2016,2,15,3.63,Newyork,2016-02-15
2016,2,16,0.01,Newyork,2016-02-16
2016,2,17,0.01,Newyork,2016-02-17
2016,2,18,0.15,Newyork,2016-02-18
2016,2,19,0.02,Newyork,2016-02-19
2016,2,20,33.97,Newyork,2016-02-20
2016,2,21,3.59,Newyork,2016-02-21
2016,2,22,0.96,Newyork,2016-02-22
2016,2,23,3.53,Newyork,2016-02-23
2016,2,24,0.45,Newyork,2016-02-24
2016,2,25,1.03,Newyork,2016-02-25
2016,2,26,0.01,Newyork,2016-02-26
2016,2,27,0.0,Newyork,2016-02-27
2016,2,28,0.01,Newyork,2016-02-28
2016,2,29,4.51,Newyork,2016-02-29
2016,3,1,0.22,Newyork,2016-03-01
2016,3,2,0.0,Newyork,2016-03-02
2016,3,3,0.0,Newyork,2016-03-03
2016,3,4,0.0,Newyork,2016-03-04
2016,3,5,0.14,Newyork,2016-03-05
2016,3,6,2.92,Newyork,2016-03-06
2016,3,7,27.56,Newyork,2016-03-07
2016,3,8,0.37,Newyork,2016-03-08
2016,3,9,28.06,Newyork,2016-03-09
2016,3,10,0.78,Newyork,2016-03-10
2016,3,11,5.45,Newyork,2016-03-11
2016,3,12,0.29,Newyork,2016-03-12
2016,3,13,0.61,Newyork,2016-03-13
2016,3,14,32.51,Newyork,2016-03-14
2016,3,15,1.3,Newyork,2016-03-15
2016,3,16,0.1,Newyork,2016-03-16
2016,3,17,0.0,Newyork,2016-03-17
2016,3,18,0.05,Newyork,2016-03-18
2016,3,19,19.97,Newyork,2016-03-19
2016,3,20,0.51,Newyork,2016-03-20
2016,3,21,2.76,Newyork,2016-03-21
2016,3,22,0.0,Newyork,2016-03-22
2016,3,23,0.09,Newyork,2016-03-23
2016,3,24,0.47,Newyork,2016-03-24
2016,3,25,0.0,Newyork,2016-03-25
2016,3,26,0.14,Newyork,2016-03-26
2016,3,27,0.72,Newyork,2016-03-27
2016,3,28,3.86,Newyork,2016-03-28
2016,3,29,0.28,Newyork,2016-03-29
2016,3,30,0.0,Newyork,2016-03-30
2016,3,31,0.0,Newyork,2016-03-31
2016,4,1,2.22,Newyork,2016-04-01
2016,4,2,2.6,Newyork,2016-04-02
2016,4,3,0.82,Newyork,2016-04-03
2016,4,4,13.18,Newyork,2016-04-04
2016,4,5,0.63,Newyork,2016-04-05
2016,4,6,0.0,Newyork,2016-04-06
2016,4,7,35.64,Newyork,2016-04-07
2016,4,8,0.01,Newyork,2016-04-08
2016,4,9,0.0,Newyork,2016-04-09
2016,4,10,0.02,Newyork,2016-04-10
2016,4,11,0.11,Newyork,2016-04-11
2016,4,12,0.0,Newyork,2016-04-12
2016,4,13,3.1,Newyork,2016-04-13
2016,4,14,19.06,Newyork,2016-04-14
2016,4,15,0.54,Newyork,2016-04-15
2016,4,16,0.02,Newyork,2016-04-16
2016,4,17,2.07,Newyork,2016-04-17
2016,4,18,1.68,Newyork,2016-04-18
2016,4,19,1.31,Newyork,2016-04-19
2016,4,20,0.0,Newyork,2016-04-20
2016,4,21,14.15,Newyork,2016-04-21
2016,4,22,4.53,Newyork,2016-04-22
2016,4,23,0.25,Newyork,2016-04-23
2016,4,24,3.23,Newyork,2016-04-24
2016,4,25,0.0,Newyork,2016-04-25
2016,4,26,0.01,Newyork,2016-04-26
2016,4,27,1.35,Newyork,2016-04-27
2016,4,28,26.74,Newyork,2016-04-28
2016,4,29,0.03,Newyork,2016-04-29
2016,4,30,0.01,Newyork,2016-04-30
2016,5,1,0.0,Newyork,2016-05-01
2016,5,2,0.04,Newyork,2016-05-02
2016,5,3,0.2,Newyork,2016-05-03
2016,5,4,14.3,Newyork,2016-05-04
2016,5,5,0.0,Newyork,2016-05-05
2016,5,6,1.43,Newyork,2016-05-06
2016,5,7,0.26,Newyork,2016-05-07
2016,5,8,0.0,Newyork,2016-05-08
2016,5,9,13.71,Newyork,2016-05-09
2016,5,10,10.37,Newyork,2016-05-10
2016,5,11,13.08,Newyork,2016-05-11
2016,5,12,0.06,Newyork,2016-05-12
2016,5,13,0.0,Newyork,2016-05-13
2016,5,14,0.0,Newyork,2016-05-14
2016,5,15,0.08,Newyork,2016-05-15
2016,5,16,0.01,Newyork,2016-05-16
2016,5,17,37.5,Newyork,2016-05-17
2016,5,18,0.02,Newyork,2016-05-18
2016,5,19,0.0,Newyork,2016-05-19
2016,5,20,0.08,Newyork,2016-05-20
2016,5,21,0.21,Newyork,2016-05-21
2016,5,22,0.04,Newyork,2016-05-22
2016,5,23,0.0,Newyork,2016-05-23
2016,5,24,0.0,Newyork,2016-05-24
2016,5,25,0.0,Newyork,2016-05-25
2016,5,26,0.18,Newyork,2016-05-26
2016,5,27,25.37,Newyork,2016-05-27
2016,5,28,0.0,Newyork,2016-05-28
2016,5,29,0.04,Newyork,2016-05-29
2016,5,30,11.78,Newyork,2016-05-30
2016,5,31,0.81,Newyork,2016-05-31
2016,6,1,0.1,Newyork,2016-06-01
2016,6,2,0.0,Newyork,2016-06-02
2016,6,3,0.0,Newyork,2016-06-03
2016,6,4,0.01,Newyork,2016-06-04
2016,6,5,2.83,Newyork,2016-06-05
2016,6,6,0.15,Newyork,2016-06-06
2016,6,7,0.46,Newyork,2016-06-07
2016,6,8,0.71,Newyork,2016-06-08
2016,6,9,6.83,Newyork,2016-06-09
2016,6,10,0.09,Newyork,2016-06-10
2016,6,11,0.01,Newyork,2016-06-11
2016,6,12,1.78,Newyork,2016-06-12
2016,6,13,61.02,Newyork,2016-06-13
2016,6,14,0.13,Newyork,2016-06-14
2016,6,15,1.06,Newyork,2016-06-15
2016,6,16,5.8,Newyork,2016-06-16
2016,6,17,1.35,Newyork,2016-06-17
2016,6,18,0.0,Newyork,2016-06-18
2016,6,19,1.16,Newyork,2016-06-19
2016,6,20,1.88,Newyork,2016-06-20
2016,6,21,9.61,Newyork,2016-06-21
2016,6,22,1.96,Newyork,2016-06-22
2016,6,23,43.65,Newyork,2016-06-23
2016,6,24,2.25,Newyork,2016-06-24
2016,6,25,5.33,Newyork,2016-06-25
2016,6,26,0.85,Newyork,2016-06-26
2016,6,27,0.05,Newyork,2016-06-27
2016,6,28,37.05,Newyork,2016-06-28
2016,6,29,2.43,Newyork,2016-06-29
2016,6,30,1.64,Newyork,2016-06-30
2016,7,1,0.54,Newyork,2016-07-01
2016,7,2,0.2,Newyork,2016-07-02
2016,7,3,1.53,Newyork,2016-07-03
2016,7,4,1.53,Newyork,2016-07-04
2016,7,5,0.43,Newyork,2016-07-05
2016,7,6,0.17,Newyork,2016-07-06
2016,7,7,0.18,Newyork,2016-07-07
2016,7,8,0.53,Newyork,2016-07-08
2016,7,9,22.92,Newyork,2016-07-09
2016,7,10,0.09,Newyork,2016-07-10
2016,7,11,0.04,Newyork,2016-07-11
2016,7,12,0.19,Newyork,2016-07-12
2016,7,13,4.64,Newyork,2016-07-13
2016,7,14,14.71,Newyork,2016-07-14
2016,7,15,12.43,Newyork,2016-07-15
2016,7,16,0.23,Newyork,2016-07-16
2016,7,17,0.41,Newyork,2016-07-17
2016,7,18,0.24,Newyork,2016-07-18
2016,7,19,1.58,Newyork,2016-07-19
2016,7,20,5.46,Newyork,2016-07-20
2016,7,21,17.68,Newyork,2016-07-21
2016,7,22,4.36,Newyork,2016-07-22
2016,7,23,0.03,Newyork,2016-07-23
2016,7,24,0.07,Newyork,2016-07-24
2016,7,25,0.06,Newyork,2016-07-25
2016,7,26,1.99,Newyork,2016-07-26
2016,7,27,8.59,Newyork,2016-07-27
2016,7,28,0.23,Newyork,2016-07-28
2016,7,29,0.0,Newyork,2016-07-29
2016,7,30,0.02,Newyork,2016-07-30
2016,7,31,5.5,Newyork,2016-07-31
2016,8,1,12.79,Newyork,2016-08-01
2016,8,2,8.44,Newyork,2016-08-02
2016,8,3,3.94,Newyork,2016-08-03
2016,8,4,0.22,Newyork,2016-08-04
2016,8,5,0.24,Newyork,2016-08-05
2016,8,6,0.1,Newyork,2016-08-06
2016,8,7,0.11,Newyork,2016-08-07
2016,8,8,1.77,Newyork,2016-08-08
2016,8,9,0.01,Newyork,2016-08-09
2016,8,10,0.1,Newyork,2016-08-10
2016,8,11,0.09,Newyork,2016-08-11
2016,8,12,0.0,Newyork,2016-08-12
2016,8,13,0.0,Newyork,2016-08-13
2016,8,14,0.02,Newyork,2016-08-14
2016,8,15,0.19,Newyork,2016-08-15
